strategy,hero_filter,odds_condition,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake,max_fib_step
Fibonacci $5,none,underdog,5,277,124,153,44.77,0.0,-1000.0,5927.8,-0.1687,1889.85,720.0,12
Fibonacci $5,none,underdog,10,263,121,142,46.01,0.0,-1000.0,5087.85,-0.1965,1867.85,720.0,12
Fibonacci $5,none,underdog,15,4289,2108,2181,49.15,0.0,-1000.0,109958.31,-0.0091,25100.24,7985.0,17
Fibonacci $5,none,underdog,20,9406,4679,4727,49.74,0.0,-1000.0,563683.95,-0.0018,70557.3,10000.0,20
Fibonacci $5,none,underdog,25,8915,4501,4414,50.49,0.0,-1000.0,434238.25,-0.0023,65808.95,10000.0,20
Fibonacci $5,none,underdog,30,8406,4287,4119,51.0,0.0,-1000.0,353834.95,-0.0028,55645.0,10000.0,20
Fibonacci $5,none,underdog,35,7984,4113,3871,51.52,0.0,-1000.0,307087.69,-0.0033,49070.1,10000.0,19
Fibonacci $5,none,underdog,40,7566,3928,3638,51.92,0.0,-1000.0,250948.96,-0.004,46551.55,10000.0,19
Fibonacci $5,none,underdog,45,7152,3742,3410,52.32,0.0,-1000.0,212934.45,-0.0047,39901.9,10000.0,19
Fibonacci $5,none,underdog,50,6736,3561,3175,52.87,0.0,-1000.0,167307.45,-0.006,37154.6,10000.0,18
Fibonacci $5,none,underdog,75,4950,2745,2205,55.45,29333.2,28333.2,96835.0,0.2926,12731.4,7985.0,16
Fibonacci $5,none,underdog,100,3406,1985,1421,58.28,16510.75,15510.75,38225.0,0.4058,1880.0,1165.0,12
Fibonacci $5,none,underdog,125,2214,1323,891,59.76,10316.0,9316.0,25600.0,0.3639,706.0,445.0,10
Fibonacci $5,none,underdog,150,1411,872,539,61.8,6508.6,5508.6,11660.0,0.4724,446.8,275.0,9
Fibonacci $5,none,underdog,200,477,318,159,66.67,2844.1,1844.1,2870.0,0.6425,60.0,40.0,5
Fibonacci $5,none,underdog,250,135,93,42,68.89,1521.9,521.9,745.0,0.7005,20.0,15.0,3
Fibonacci $5,none,underdog,300,36,25,11,69.44,1187.85,187.85,240.0,0.7827,35.0,25.0,4
Fibonacci $5,none,underdog,350,11,8,3,72.73,1054.2,54.2,60.0,0.9033,10.0,10.0,2
Fibonacci $5,none,underdog,400,2,0,2,0.0,990.0,-10.0,10.0,-1.0,10.0,5.0,1
